Site,Plot,Area Sampled (m2),Species,BD_cm,Stem Bio (g dry wt),Branch Bio (g dry wt),New Growth Bio (g dry wt),Tot Bio CALC ALLOM (g dry wt),Tot Bio SUM COMP (g dry wt),Stem Bio (g C m-2),Branch Bio (g C m-2),New Growth Bio (g C m-2),Tot Bio CALC ALLOM (g C m-2),Tot Bio SUM COMP (g C m-2)
LBR,1,10,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.04,0.00,0.01,0.03,0.05
LBR,1,10,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.04,0.00,0.01,0.03,0.05
LBR,1,10,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.07,0.00,0.02,0.06,0.10
LBR,1,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,1,10,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.19,0.02,0.05,0.21,0.26
LBR,1,10,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.15,0.01,0.04,0.16,0.20
LBR,1,10,Betula,0.21,0.44,0.01,0.10,0.27,0.55,0.02,0.00,0.00,0.01,0.03
LBR,1,10,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.15,0.01,0.04,0.15,0.19
LBR,1,10,Betula,1,17.47,5.73,4.57,28.10,27.77,0.82,0.27,0.21,1.32,1.31
LBR,1,10,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.26,0.04,0.06,0.30,0.36
LBR,1,10,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.09,0.01,0.02,0.09,0.12
LBR,1,10,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.19,0.02,0.05,0.21,0.26
LBR,1,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,1,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,1,10,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.35,0.06,0.09,0.46,0.51
LBR,1,10,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.09,0.01,0.02,0.08,0.12
LBR,1,10,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.20,0.02,0.05,0.22,0.27
LBR,1,10,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.15,0.01,0.04,0.16,0.20
LBR,1,10,Betula,0.85,11.90,2.96,3.07,17.34,17.94,0.56,0.14,0.14,0.82,0.84
LBR,1,10,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.27,0.04,0.07,0.32,0.37
LBR,1,10,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.03,0.00,0.01,0.02,0.04
LBR,1,10,Betula,0.76,9.14,1.88,2.33,12.44,13.35,0.43,0.09,0.11,0.58,0.63
LBR,1,10,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.08,0.01,0.02,0.07,0.11
LBR,1,10,Betula,0.82,10.94,2.56,2.81,15.59,16.31,0.51,0.12,0.13,0.73,0.77
LBR,1,10,Betula,0.43,2.38,0.19,0.58,2.29,3.15,0.11,0.01,0.03,0.11,0.15
LBR,1,10,Betula,0.33,1.28,0.06,0.30,1.04,1.64,0.06,0.00,0.01,0.05,0.08
LBR,1,10,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.03,0.00,0.01,0.02,0.04
LBR,1,10,Betula,0.84,11.58,2.82,2.98,16.74,17.38,0.54,0.13,0.14,0.79,0.82
LBR,1,10,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.03,0.00,0.01,0.02,0.04
LBR,1,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,1,10,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.03,0.00,0.01,0.02,0.04
LBR,1,10,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.09,0.01,0.02,0.09,0.12
LBR,1,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,1,10,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.30,0.05,0.07,0.37,0.42
LBR,1,10,Betula,0.74,8.58,1.69,2.19,11.49,12.46,0.40,0.08,0.10,0.54,0.59
LBR,1,10,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.20,0.02,0.05,0.22,0.27
LBR,1,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,1,10,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.16,0.02,0.04,0.17,0.22
LBR,1,10,Betula,0.76,9.14,1.88,2.33,12.44,13.35,0.43,0.09,0.11,0.58,0.63
LBR,1,10,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.13,0.01,0.03,0.13,0.17
LBR,1,10,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.05,0.00,0.01,0.04,0.06
LBR,1,10,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.06,0.00,0.01,0.04,0.07
LBR,1,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,1,10,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.06,0.00,0.01,0.04,0.07
LBR,1,10,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.11,0.01,0.03,0.10,0.14
LBR,1,10,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.03,0.00,0.01,0.02,0.04
LBR,1,10,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.02,0.00,0.00,0.01,0.02
LBR,1,10,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.15,0.01,0.04,0.16,0.20
LBR,1,10,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.04,0.00,0.01,0.03,0.05
LBR,1,10,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.04,0.00,0.01,0.03,0.05
LBR,1,10,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.04,0.00,0.01,0.03,0.05
LBR,1,10,Betula,0.71,7.79,1.43,1.97,10.16,11.19,0.37,0.07,0.09,0.48,0.53
LBR,1,10,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.23,0.03,0.06,0.26,0.31
LBR,1,10,Betula,0.32,1.19,0.06,0.28,0.95,1.52,0.06,0.00,0.01,0.04,0.07
LBR,1,10,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.25,0.03,0.06,0.29,0.34
LBR,1,10,Betula,0.95,15.48,4.65,4.03,24.13,24.16,0.73,0.22,0.19,1.13,1.14
LBR,1,10,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.35,0.06,0.09,0.46,0.51
LBR,1,10,Betula,0.22,0.49,0.01,0.11,0.31,0.61,0.02,0.00,0.01,0.01,0.03
LBR,1,10,Betula,1,17.47,5.73,4.57,28.10,27.77,0.82,0.27,0.21,1.32,1.31
LBR,1,10,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.35,0.06,0.09,0.46,0.51
LBR,1,10,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.21,0.03,0.05,0.24,0.29
LBR,1,10,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.14,0.01,0.03,0.14,0.18
LBR,1,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,1,10,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.05,0.00,0.01,0.04,0.06
LBR,1,10,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.48,0.11,0.12,0.68,0.72
LBR,1,10,Betula,0.71,7.79,1.43,1.97,10.16,11.19,0.37,0.07,0.09,0.48,0.53
LBR,1,10,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.20,0.02,0.05,0.22,0.27
LBR,1,10,Betula,0.83,11.25,2.69,2.90,16.16,16.84,0.53,0.13,0.14,0.76,0.79
LBR,1,10,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.15,0.01,0.04,0.16,0.20
LBR,1,10,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.07,0.00,0.02,0.06,0.10
LBR,1,10,Betula,0.81,10.62,2.44,2.73,15.03,15.79,0.50,0.11,0.13,0.71,0.74
LBR,1,10,Betula,1.04,19.16,6.72,5.03,31.57,30.91,0.90,0.32,0.24,1.48,1.45
LBR,1,10,Betula,0.1,0.08,0.00,0.02,0.03,0.09,0.00,0.00,0.00,0.00,0.00
LBR,1,10,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.05,0.00,0.01,0.04,0.06
LBR,1,10,Betula,0.59,5.03,0.67,1.25,5.86,6.96,0.24,0.03,0.06,0.28,0.33
LBR,1,10,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.03,0.00,0.01,0.02,0.04
LBR,1,10,Betula,0.23,0.54,0.01,0.12,0.36,0.68,0.03,0.00,0.01,0.02,0.03
LBR,1,10,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.02,0.00,0.00,0.01,0.02
LBR,1,10,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.08,0.01,0.02,0.07,0.11
LBR,1,10,Betula,0.39,1.89,0.13,0.46,1.71,2.47,0.09,0.01,0.02,0.08,0.12
LBR,1,10,Betula,0.92,14.35,4.08,3.73,21.94,22.16,0.67,0.19,0.18,1.03,1.04
LBR,1,10,Betula,1.05,19.60,6.99,5.15,32.48,31.74,0.92,0.33,0.24,1.53,1.49
LBR,1,10,Betula,1.45,41.99,25.90,11.36,84.72,79.25,1.97,1.22,0.53,3.98,3.72
LBR,1,10,Betula,1.02,18.31,6.21,4.80,29.80,29.31,0.86,0.29,0.23,1.40,1.38
LBR,1,10,Betula,0.85,11.90,2.96,3.07,17.34,17.94,0.56,0.14,0.14,0.82,0.84
LBR,1,10,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.08,0.01,0.02,0.07,0.11
LBR,1,10,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.08,0.01,0.02,0.07,0.11
LBR,1,10,Betula,0.27,0.79,0.03,0.18,0.58,1.01,0.04,0.00,0.01,0.03,0.05
LBR,1,10,Betula,0.71,7.79,1.43,1.97,10.16,11.19,0.37,0.07,0.09,0.48,0.53
LBR,2,10,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.04,0.00,0.01,0.03,0.05
LBR,2,10,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.04,0.00,0.01,0.03,0.06
LBR,2,10,Betula,0.33,1.28,0.06,0.30,1.04,1.64,0.06,0.00,0.01,0.05,0.08
LBR,2,10,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.02,0.00,0.00,0.01,0.02
LBR,2,10,Betula,0.9,13.62,3.74,3.53,20.55,20.89,0.64,0.18,0.17,0.97,0.98
LBR,2,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,2,10,Betula,0.28,0.87,0.03,0.20,0.64,1.10,0.04,0.00,0.01,0.03,0.05
LBR,2,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,2,10,Betula,0.38,1.78,0.11,0.43,1.59,2.32,0.08,0.01,0.02,0.07,0.11
LBR,2,10,Betula,0.69,7.28,1.27,1.84,9.33,10.39,0.34,0.06,0.09,0.44,0.49
LBR,2,10,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.02,0.00,0.00,0.01,0.02
LBR,2,10,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.03,0.00,0.01,0.02,0.04
LBR,2,10,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.05,0.00,0.01,0.04,0.06
LBR,2,10,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.21,0.03,0.05,0.24,0.29
LBR,2,10,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.13,0.01,0.03,0.13,0.17
LBR,2,10,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.16,0.02,0.04,0.17,0.22
LBR,2,10,Betula,0.66,6.55,1.06,1.65,8.18,9.26,0.31,0.05,0.08,0.38,0.44
LBR,2,10,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.48,0.11,0.12,0.68,0.72
LBR,2,10,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.04,0.00,0.01,0.03,0.06
LBR,2,10,Betula,0.64,6.09,0.94,1.53,7.47,8.56,0.29,0.04,0.07,0.35,0.40
LBR,2,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,2,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,2,10,Betula,1.4,38.65,22.46,10.42,76.33,71.53,1.82,1.06,0.49,3.59,3.36
LBR,2,10,Betula,1,17.47,5.73,4.57,28.10,27.77,0.82,0.27,0.21,1.32,1.31
LBR,2,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,2,10,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.33,0.06,0.08,0.42,0.47
LBR,2,10,Betula,0.85,11.90,2.96,3.07,17.34,17.94,0.56,0.14,0.14,0.82,0.84
LBR,2,10,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.27,0.04,0.07,0.32,0.37
LBR,2,10,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.18,0.02,0.04,0.19,0.24
LBR,2,10,Betula,0.83,11.25,2.69,2.90,16.16,16.84,0.53,0.13,0.14,0.76,0.79
LBR,2,10,Betula,0.93,14.72,4.27,3.83,22.65,22.81,0.69,0.20,0.18,1.06,1.07
LBR,2,10,Betula,0.96,15.87,4.85,4.14,24.89,24.86,0.75,0.23,0.19,1.17,1.17
LBR,2,10,Betula,0.99,17.06,5.50,4.46,27.27,27.02,0.80,0.26,0.21,1.28,1.27
LBR,2,10,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.23,0.03,0.06,0.26,0.31
LBR,2,10,Betula,0.53,3.90,0.44,0.96,4.26,5.30,0.18,0.02,0.05,0.20,0.25
LBR,2,10,Betula,1,17.47,5.73,4.57,28.10,27.77,0.82,0.27,0.21,1.32,1.31
LBR,2,10,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.09,0.01,0.02,0.09,0.12
LBR,2,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,2,10,Betula,1.17,25.31,10.84,6.71,44.79,42.86,1.19,0.51,0.32,2.11,2.01
LBR,2,10,Betula,1,17.47,5.73,4.57,28.10,27.77,0.82,0.27,0.21,1.32,1.31
LBR,2,10,Betula,0.22,0.49,0.01,0.11,0.31,0.61,0.02,0.00,0.01,0.01,0.03
LBR,2,10,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.42,0.08,0.11,0.56,0.61
LBR,2,10,Betula,1.22,27.93,12.85,7.44,50.72,48.22,1.31,0.60,0.35,2.38,2.27
LBR,2,10,Betula,2.31,126.01,171.56,35.54,337.78,333.12,5.92,8.06,1.67,15.88,15.66
LBR,2,10,Betula,0.95,15.48,4.65,4.03,24.13,24.16,0.73,0.22,0.19,1.13,1.14
LBR,2,10,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.04,0.00,0.01,0.03,0.06
LBR,2,10,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.16,0.02,0.04,0.17,0.22
LBR,2,10,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.20,0.02,0.05,0.22,0.27
LBR,2,10,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.26,0.04,0.06,0.30,0.36
LBR,2,10,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.15,0.01,0.04,0.15,0.19
LBR,2,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,2,10,Betula,0.88,12.92,3.41,3.34,19.22,19.67,0.61,0.16,0.16,0.90,0.92
LBR,2,10,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.30,0.05,0.07,0.37,0.42
LBR,2,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,2,10,Betula,0.53,3.90,0.44,0.96,4.26,5.30,0.18,0.02,0.05,0.20,0.25
LBR,2,10,Betula,1,17.47,5.73,4.57,28.10,27.77,0.82,0.27,0.21,1.32,1.31
LBR,2,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,2,10,Betula,0.35,1.47,0.08,0.35,1.24,1.90,0.07,0.00,0.02,0.06,0.09
LBR,2,10,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.26,0.04,0.06,0.30,0.36
LBR,2,10,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.19,0.02,0.05,0.21,0.26
LBR,2,10,Betula,0.9,13.62,3.74,3.53,20.55,20.89,0.64,0.18,0.17,0.97,0.98
LBR,2,10,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.19,0.02,0.05,0.21,0.26
LBR,3,10,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.35,0.06,0.09,0.46,0.51
LBR,3,10,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.33,0.06,0.08,0.42,0.47
LBR,3,10,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.30,0.05,0.07,0.37,0.42
LBR,3,10,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.25,0.03,0.06,0.29,0.34
LBR,3,10,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.07,0.00,0.02,0.06,0.10
LBR,3,10,Betula,0.5,3.40,0.34,0.84,3.59,4.58,0.16,0.02,0.04,0.17,0.22
LBR,3,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,3,10,Betula,0.44,2.52,0.20,0.61,2.45,3.33,0.12,0.01,0.03,0.12,0.16
LBR,3,10,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.18,0.02,0.04,0.19,0.24
LBR,3,10,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.30,0.05,0.07,0.37,0.42
LBR,3,10,Betula,1.08,20.95,7.83,5.52,35.32,34.30,0.98,0.37,0.26,1.66,1.61
LBR,3,10,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.15,0.01,0.04,0.15,0.19
LBR,3,10,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.04,0.00,0.01,0.03,0.06
LBR,3,10,Betula,0.68,7.03,1.20,1.78,8.94,10.00,0.33,0.06,0.08,0.42,0.47
LBR,3,10,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.20,0.02,0.05,0.22,0.27
LBR,3,10,Betula,0.54,4.08,0.47,1.01,4.51,5.56,0.19,0.02,0.05,0.21,0.26
LBR,3,10,Betula,1.26,30.14,14.64,8.05,55.82,52.84,1.42,0.69,0.38,2.62,2.48
LBR,3,10,Betula,0.8,10.32,2.32,2.65,14.48,15.28,0.48,0.11,0.12,0.68,0.72
LBR,3,10,Betula,1.3,32.45,16.63,8.69,61.25,57.77,1.53,0.78,0.41,2.88,2.71
LBR,3,10,Betula,0.37,1.67,0.10,0.40,1.47,2.17,0.08,0.00,0.02,0.07,0.10
LBR,3,10,Betula,0.36,1.57,0.09,0.37,1.35,2.03,0.07,0.00,0.02,0.06,0.10
LBR,3,10,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.03,0.00,0.01,0.02,0.04
LBR,3,10,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.20,0.02,0.05,0.22,0.27
LBR,3,10,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.06,0.00,0.02,0.05,0.08
LBR,3,10,Betula,0.93,14.72,4.27,3.83,22.65,22.81,0.69,0.20,0.18,1.06,1.07
LBR,3,10,Betula,0.7,7.53,1.35,1.91,9.74,10.78,0.35,0.06,0.09,0.46,0.51
LBR,3,10,Betula,1.3,32.45,16.63,8.69,61.25,57.77,1.53,0.78,0.41,2.88,2.71
LBR,3,10,Betula,0.82,10.94,2.56,2.81,15.59,16.31,0.51,0.12,0.13,0.73,0.77
LBR,3,10,Betula,0.64,6.09,0.94,1.53,7.47,8.56,0.29,0.04,0.07,0.35,0.40
LBR,3,10,Betula,0.81,10.62,2.44,2.73,15.03,15.79,0.50,0.11,0.13,0.71,0.74
LBR,3,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,3,10,Betula,0.81,10.62,2.44,2.73,15.03,15.79,0.50,0.11,0.13,0.71,0.74
LBR,3,10,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.03,0.00,0.01,0.02,0.04
LBR,3,10,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.09,0.01,0.02,0.09,0.12
LBR,3,10,Betula,0.58,4.83,0.63,1.20,5.57,6.66,0.23,0.03,0.06,0.26,0.31
LBR,3,10,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.14,0.01,0.03,0.14,0.18
LBR,3,10,Betula,0.61,5.44,0.77,1.36,6.47,7.57,0.26,0.04,0.06,0.30,0.36
LBR,3,10,Betula,0.25,0.66,0.02,0.15,0.46,0.84,0.03,0.00,0.01,0.02,0.04
LBR,3,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,3,10,Betula,0.55,4.26,0.51,1.06,4.76,5.82,0.20,0.02,0.05,0.22,0.27
LBR,3,10,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.14,0.01,0.03,0.14,0.18
LBR,3,10,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.15,0.01,0.04,0.15,0.19
LBR,3,10,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.13,0.01,0.03,0.13,0.17
LBR,3,10,Betula,0.4,2.01,0.14,0.48,1.85,2.63,0.09,0.01,0.02,0.09,0.12
LBR,3,10,Betula,0.52,3.73,0.40,0.92,4.03,5.06,0.18,0.02,0.04,0.19,0.24
LBR,3,10,Betula,0.65,6.32,1.00,1.59,7.82,8.91,0.30,0.05,0.07,0.37,0.42
LBR,3,10,Betula,1.01,17.89,5.97,4.68,28.94,28.53,0.84,0.28,0.22,1.36,1.34
LBR,3,10,Betula,0.51,3.57,0.37,0.88,3.80,4.82,0.17,0.02,0.04,0.18,0.23
LBR,3,10,Betula,1,17.47,5.73,4.57,28.10,27.77,0.82,0.27,0.21,1.32,1.31
LBR,3,10,Betula,0.42,2.26,0.17,0.55,2.14,2.97,0.11,0.01,0.03,0.10,0.14
LBR,3,10,Betula,0.45,2.65,0.22,0.65,2.62,3.52,0.12,0.01,0.03,0.12,0.17
LBR,3,10,Betula,1.3,32.45,16.63,8.69,61.25,57.77,1.53,0.78,0.41,2.88,2.71
LBR,3,10,Betula,0.96,15.87,4.85,4.14,24.89,24.86,0.75,0.23,0.19,1.17,1.17
LBR,3,10,Betula,0.79,10.02,2.20,2.57,13.95,14.78,0.47,0.10,0.12,0.66,0.69
LBR,3,10,Betula,1.1,21.88,8.44,5.77,37.29,36.09,1.03,0.40,0.27,1.75,1.70
LBR,3,10,Betula,0.62,5.65,0.82,1.42,6.79,7.89,0.27,0.04,0.07,0.32,0.37
LBR,3,10,Betula,0.26,0.73,0.02,0.17,0.51,0.92,0.03,0.00,0.01,0.02,0.04
LBR,3,10,Betula,1.36,36.09,19.97,9.71,70.04,65.77,1.70,0.94,0.46,3.29,3.09
LBR,3,10,Betula,0.95,15.48,4.65,4.03,24.13,24.16,0.73,0.22,0.19,1.13,1.14
LBR,3,10,Betula,1.26,30.14,14.64,8.05,55.82,52.84,1.42,0.69,0.38,2.62,2.48
LBR,3,10,Betula,0.87,12.58,3.26,3.25,18.58,19.08,0.59,0.15,0.15,0.87,0.90
LBR,3,10,Betula,0.75,8.86,1.78,2.26,11.96,12.90,0.42,0.08,0.11,0.56,0.61
LBR,3,10,Betula,2.62,169.62,286.06,48.39,490.98,504.07,7.97,13.44,2.27,23.08,23.69
LDF1,1,5,Betula,0.82,10.94,2.56,2.81,15.59,16.31,1.03,0.24,0.26,1.47,1.53
LDF1,1,5,Betula,0.48,3.09,0.29,0.76,3.18,4.14,0.29,0.03,0.07,0.30,0.39
LDF1,1,5,Betula,1.04,19.16,6.72,5.03,31.57,30.91,1.80,0.63,0.47,2.97,2.91
LDF1,1,5,Betula,1.16,24.80,10.47,6.57,43.67,41.84,2.33,0.98,0.62,4.10,3.93
LDF1,1,5,Betula,0.64,6.09,0.94,1.53,7.47,8.56,0.57,0.09,0.14,0.70,0.80
LDF1,1,5,Betula,1.33,34.24,18.24,9.19,65.55,61.67,3.22,1.71,0.86,6.16,5.80
LDF1,1,5,Betula,1.5,45.49,29.72,12.34,93.69,87.55,4.28,2.79,1.16,8.81,8.23
LDF1,1,5,Betula,0.77,9.43,1.98,2.41,12.93,13.82,0.89,0.19,0.23,1.22,1.30
LDF1,1,5,Betula,1.57,50.65,35.77,13.80,107.28,100.22,4.76,3.36,1.30,10.08,9.42
LDF1,1,5,Betula,1.01,17.89,5.97,4.68,28.94,28.53,1.68,0.56,0.44,2.72,2.68
LDF1,1,5,Betula,0.56,4.45,0.54,1.10,5.02,6.09,0.42,0.05,0.10,0.47,0.57
LDF1,1,5,Betula,1.32,33.64,17.69,9.02,64.09,60.35,3.16,1.66,0.85,6.02,5.67
LDF1,1,5,Betula,1.8,69.94,62.31,19.29,161.01,151.54,6.57,5.86,1.81,15.14,14.24
LDF1,1,5,Betula,0.71,7.79,1.43,1.97,10.16,11.19,0.73,0.13,0.19,0.96,1.05
LDF1,1,5,Betula,0.76,9.14,1.88,2.33,12.44,13.35,0.86,0.18,0.22,1.17,1.26
LDF1,1,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
LDF1,1,5,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.30,0.03,0.07,0.32,0.41
LDF1,1,5,Betula,0.76,9.14,1.88,2.33,12.44,13.35,0.86,0.18,0.22,1.17,1.26
LDF1,1,5,Betula,0.6,5.23,0.72,1.31,6.16,7.26,0.49,0.07,0.12,0.58,0.68
LDF1,1,5,Betula,0.64,6.09,0.94,1.53,7.47,8.56,0.57,0.09,0.14,0.70,0.80
LDF1,1,5,Betula,0.79,10.02,2.20,2.57,13.95,14.78,0.94,0.21,0.24,1.31,1.39
LDF1,1,5,Betula,0.79,10.02,2.20,2.57,13.95,14.78,0.94,0.21,0.24,1.31,1.39
LDF1,1,5,Betula,0.49,3.24,0.32,0.80,3.38,4.36,0.30,0.03,0.07,0.32,0.41
LDF1,1,5,Betula,0.3,1.02,0.04,0.24,0.79,1.30,0.10,0.00,0.02,0.07,0.12
LDF1,1,5,Betula,0.21,0.44,0.01,0.10,0.27,0.55,0.04,0.00,0.01,0.03,0.05
LDF1,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
LDF1,1,5,Betula,0.46,2.80,0.24,0.68,2.80,3.72,0.26,0.02,0.06,0.26,0.35
LDF1,1,5,Betula,0.47,2.94,0.27,0.72,2.98,3.93,0.28,0.03,0.07,0.28,0.37
LDF1,1,5,Betula,0.34,1.37,0.07,0.33,1.14,1.77,0.13,0.01,0.03,0.11,0.17
LDF1,1,5,Betula,0.15,0.20,0.00,0.04,0.10,0.24,0.02,0.00,0.00,0.01,0.02
LDF1,1,5,Betula,0.29,0.94,0.04,0.22,0.71,1.20,0.09,0.00,0.02,0.07,0.11
LDF1,1,5,Betula,0.2,0.39,0.01,0.09,0.24,0.49,0.04,0.00,0.01,0.02,0.05
